id,name,Twitterkonto,Riksdagens person-id,Riksdagen person GUID,Svenskt Biografiskt Lexikon-ID,tillhör politiskt parti,party,district,chamber,start,end,occupation,gender,specifier,riksdagen_id,born,party_abbrev,twittername
anders_bjorck_272ee3,Anders Björck,,037063714405,d7c31814-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1976,1979,redaktör,man,,37063714405.0,1944.0,M,
anita_gradin_4d4160,Anita Gradin,,0905188835300,15f9fae0-36ef-4339-bb6b-8a40b759a846,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1976,1979,departementssekreterare,woman,,905188835300.0,1933.0,S,
anna-greta_leijon_6684ee,Anna-Greta Leijon,,0885771106404,f9cb1d20-1f9d-4b5c-b92d-9342953b5d00,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1976,1979,f.d. statsråd,woman,,885771106404.0,1939.0,S,
bertil_fiskesjo_adaf70,Bertil Fiskesjö,,0213606215200,d3a67681-5a7f-444c-ae98-e8e19cc888d0,,Centerpartiet,Centerpartiet,Fyrstadskretsen,Enkammarriksdagen,1976,1979,universitetslektor,man,,213606215200.0,1928.0,C,
bertil_jonasson_9575e5,Bertil Jonasson,,0742132383497,73896325-1c65-4f29-86a6-2757ca109181,,Centerpartiet,Centerpartiet,Värmlands län,Enkammarriksdagen,1976,1979,lantbrukare,man,,742132383497.0,1918.0,C,
bertil_mabrink_5cc2d8,Bertil Måbrink,,0519019074802,9a5e3355-25f3-4104-83f5-24d14b39b3fa,,Vänsterpartiet,Vänsterpartiet kommunisterna,Gävleborgs län,Enkammarriksdagen,1976,1979,ombudsman,man,,519019074802.0,1936.0,V,
birger_rosqvist_7b8e30,Birger Rosqvist,,0525247903009,2e3ece4d-e657-4799-8a07-5977ee16548e,,Socialdemokraterna,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1976,1979,mästerlots,man,,525247903009.0,1930.0,S,
birgitta_hambraeus_7b0466,Birgitta Hambraeus,,0409817272107,368e7b12-8b97-4c0e-8550-3616a58f8329,,Centerpartiet,Centerpartiet,Kopparbergs län,Enkammarriksdagen,1976,1979,fil. kand.,woman,,409817272107.0,1930.0,C,
bo_forslund_48c403,Bo Forslund,,0543481046604,811f4806-246e-4c42-ad03-dfa921307565,,Socialdemokraterna,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1976,1979,ombudsman,man,,543481046604.0,1939.0,S,
britta_hammarbacken_ac8ddd,Britta Hammarbacken,,0895238225703,3047a9fd-324d-44cb-ad9b-ba29e574b4f3,,Centerpartiet,Centerpartiet,Örebro län,Enkammarriksdagen,1976,1979,sjuksköterska,woman,,895238225703.0,1934.0,C,
borje_hornlund_7cad01,Börje Hörnlund,,0525479453308,47d95d83-f0ae-4ce5-a36a-c735a4a2b8b4,,Centerpartiet,Centerpartiet,Västerbottens län,Enkammarriksdagen,1976,1979,landstingsråd,man,,525479453308.0,1935.0,C,
borje_stensson_fb9625,Börje Stensson,,0643205912808,2adbe018-4544-4c42-9d0a-7bb98ab4edea,,Liberalerna,Folkpartiet,Östergötlands län,Enkammarriksdagen,1976,1979,skolchef,man,,643205912808.0,1925.0,L,
catarina_ronnung_6cc8f3,Catarina Rönnung,,0634320940409,7430c407-d156-4903-9a76-8f6d9a2ec691,,Socialdemokraterna,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1976,1979,fru,woman,,634320940409.0,1938.0,S,
doris_havik_bdec28,Doris Håvik,,017025148404,749228a7-0088-44d6-9535-f463c7cb0b66,,Socialdemokraterna,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1976,1979,fru,woman,,17025148404.0,1924.0,S,
elver_jonsson_97ddab,Elver Jonsson,,088849148003,d7c3192e-83e4-11d4-ae60-0050040c9b55,,Liberalerna,Folkpartiet,Älvsborgs läns norra,Enkammarriksdagen,1976,1979,postiljon,man,,88849148003.0,1936.0,L,
eric_enlund_c367a0,Eric Enlund,,0689652394598,63fe33f1-e6c7-4c4f-ad51-234294d93f5b,,Liberalerna,Centerpartiet,Västmanlands län,Enkammarriksdagen,1976,1979,lantbrukare,man,,689652394598.0,1918.0,C,
erik_hovhammar_1047c4,Erik Hovhammar,,0207814508895,2d957933-bddd-4f9a-ab27-7807017c01b4,,Moderaterna,Moderata samlingspartiet,Kronobergs län,Enkammarriksdagen,1976,1979,bruksdisponent,man,,207814508895.0,1922.0,M,
evert_hedberg_5552d9,Evert Hedberg,,0293624556396,b7e8226e-769a-405a-b6b1-c39361c92915,,Socialdemokraterna,Socialdemokraterna,Hallands län,Enkammarriksdagen,1976,1979,ombudsman,man,,293624556396.0,1922.0,S,
evert_svensson_ac2db1,Evert Svensson,,0859925892507,2ff0e702-7aa1-4b97-bfbd-1741c03bc1dc,,Socialdemokraterna,Socialdemokraterna,Göteborgs och Bohus län,Enkammarriksdagen,1976,1979,förbundsordförande,man,,859925892507.0,1925.0,S,
gabriel_romanus_db4e91,Gabriel Romanus,,0279360042003,79a84e17-3429-435e-ad4a-c7c77bb9d8d9,,Folkpartiet,Folkpartiet,Stockholms län,Enkammarriksdagen,1976,1979,redaktör,man,,279360042003.0,1939.0,L,
grethe_lundblad_7fba45,Grethe Lundblad,,0319345085107,440ff27b-17b9-4cbc-92d8-90b3add51a72,,Socialdemokraterna,Socialdemokraterna,Fyrstadskretsen,Enkammarriksdagen,1976,1979,socialinspektör,woman,,319345085107.0,1925.0,S,
gunnel_jonang_b6a569,Gunnel Jonäng,,0373453467292,020002b4-615b-462a-b76e-c03008f64bcf,,Centerpartiet,Centerpartiet,Gävleborgs län,Enkammarriksdagen,1976,1979,studieinstruktör,woman,,373453467292.0,1921.0,C,
gosta_bohman_78df3a,Gösta Bohman,,0389619060499,e83f1e68-0437-4f7a-a910-efaa7700d843,,Moderaterna,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1976,1979,partiledare,man,,389619060499.0,1911.0,M,
gothe_knutson_73f913,Göthe Knutson,,0566638963807,458283a0-aa2f-42fc-8111-61d717139152,,Moderaterna,Moderata samlingspartiet,Värmlands län,Enkammarriksdagen,1976,1979,redaktör,man,,566638963807.0,1932.0,M,
hans_nyhage_14fd4d,Hans Nyhage,,053444143093,9a8b04d4-b100-447b-9283-52e0fb44e022,,Moderaterna,Moderata samlingspartiet,Älvsborgs läns södra,Enkammarriksdagen,1976,1979,rektor,man,,53444143093.0,1924.0,M,
helge_klover_e638a4,Helge Klöver,,0827765373607,54056cce-0318-4aff-9add-cc1c83787cc7,,Socialdemokraterna,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1976,1979,järnvägsexpeditör,man,,827765373607.0,1925.0,S,
henry_allard_f52ae3,Henry Allard,,0595189953892,4dedb39d-706b-46aa-bcce-2e414eb8d289,,Socialdemokraterna,Socialdemokraterna,Örebro län,Enkammarriksdagen,1976,1979,talman,man,,595189953892.0,1911.0,S,
inga_lantz_895502,Inga Lantz,,0626592467409,6c2348ba-2c29-4563-b2ff-0bef1af7bec2,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms län,Enkammarriksdagen,1976,1979,industritjänsteman,woman,,626592467409.0,1943.0,V,
ingegerd_troedsson_3344d4,Ingegerd Troedsson,,0925516323103,502c1cfc-8103-471d-b297-50781a3abca2,,Moderaterna,Moderata samlingspartiet,Uppsala län,Enkammarriksdagen,1976,1979,pol. mag.,woman,,925516323103.0,1929.0,M,
ingemar_konradsson_39eac9,Ingemar Konradsson,,0205437173407,81d429a2-1e32-4651-a80c-01f02c0ca6fa,,Socialdemokraterna,Socialdemokraterna,Örebro län,Enkammarriksdagen,1976,1979,inspektör,man,,205437173407.0,1930.0,S,
ingemund_bengtsson_8334c8,Ingemund Bengtsson,,033722755191,287c5900-cfb3-45c9-8a2c-19f57be0dbe7,,Socialdemokraterna,Socialdemokraterna,Hallands län,Enkammarriksdagen,1976,1979,f.d. statsråd,man,,33722755191.0,1919.0,S,
iris_martensson_4af2e1,Iris Mårtensson,,0157778896604,bc9fc2b0-06c8-48db-8f48-89eda09957d9,,Socialdemokraterna,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1976,1979,studieombudsman,woman,,157778896604.0,1932.0,S,
ivar_nordberg_c99529,Ivar Nordberg,,0288808902002,c3870b6b-6fc8-41c8-a1e1-cb0fb9a68a2d,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1976,1979,organisationssekreterare,man,,288808902002.0,1933.0,S,
jan_bergqvist_e95b8c,Jan Bergqvist,,0387691310906,d7c317e5-83e4-11d4-ae60-0050040c9b55,,Socialdemokraterna,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,1976,1979,sekreterare,man,,387691310906.0,1939.0,S,
jorn_svensson_fe6b3c,Jörn Svensson,,0277559107501,358da06b-7625-4a18-9051-e0754fc7e04f,,Vänsterpartiet,Vänsterpartiet kommunisterna,Fyrstadskretsen,Enkammarriksdagen,1976,1979,planeringsdirektör,man,,277559107501.0,1936.0,V,
karin_ahrland_7623f3,Karin Ahrland,,0501397157002,d5e1cf6a-967d-45aa-bd67-f0613f4e8540,,Liberalerna,Folkpartiet,Stockholms kommun,Enkammarriksdagen,1976,1979,förste länsassessor,woman,,501397157002.0,1931.0,L,
karin_soder_4cace4,Karin Söder,,0706916743101,7b535991-36e4-425e-a7ff-cfd4e61ca95d,,Centerpartiet,Centerpartiet,Stockholms län,Enkammarriksdagen,1976,1979,yrkesvalslärare,woman,,706916743101.0,1928.0,C,
karl-erik_svartberg_ecd07c,Karl-Erik Svartberg,,0123927542506,063111b4-3169-4fdc-aabb-cfe7140d54a6,,Socialdemokraterna,Socialdemokraterna,Göteborgs och Bohus län,Enkammarriksdagen,1976,1979,rektor,man,,123927542506.0,1930.0,S,
kerstin_gothberg_790e72,Kerstin Göthberg,,0627956939404,da87a379-d08f-4f5e-b4d2-5aecdca624b4,,Centerpartiet,Centerpartiet,Västmanlands län,Enkammarriksdagen,1976,1979,fru,woman,,627956939404.0,1927.0,C,
kjell_a_mattsson_104801,Kjell A. Mattsson,,0958927082506,22d9edc0-1d81-431d-979f-4224c077be36,,Centerpartiet,Centerpartiet,Göteborgs och Bohus län,Enkammarriksdagen,1976,1979,lantbrukare,man,,958927082506.0,1930.0,C,
kjell-olof_feldt_10ad43,Kjell-Olof Feldt,,0805977157102,3ea4d579-9abc-4d0a-a71c-576cd49d5248,,Socialdemokraterna,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1976,1979,f.d. statsråd,man,,805977157102.0,1931.0,S,
knut_wachtmeister_d53cdb,Knut Wachtmeister,,0117814135893,a8213cf6-e7eb-4f94-ac8b-a6e5f5de2444,,Moderaterna,Moderata samlingspartiet,Malmöhus län,Enkammarriksdagen,1976,1979,lantmätare,man,,117814135893.0,1924.0,M,
lars_werner_277fe8,Lars Werner,,0856559235708,fca501b6-6f36-4793-9386-6cdb6e47b50a,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms län,Enkammarriksdagen,1976,1979,"ombudsman, partiledare",man,,856559235708.0,1935.0,V,
lars-ove_hagberg_177284,Lars-Ove Hagberg,,0558681738602,260bb035-d25d-4619-97c9-d83235192fe6,,Vänsterpartiet,Vänsterpartiet kommunisterna,Kopparbergs län,Enkammarriksdagen,1976,1979,järnbruksarbetare,man,,558681738602.0,1941.0,V,
lena_hjelm-wallen_28d041,Lena Hjelm-Wallén,,0439752610809,d7c318d7-83e4-11d4-ae60-0050040c9b55,,Socialdemokraterna,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1976,1979,f.d. statsråd,woman,,439752610809.0,1943.0,S,
lena_ohrsvik_af2af2,Lena Öhrsvik,,0455312624903,3a2b24d1-8974-45dd-80ea-5e8fe2970d16,,Socialdemokraterna,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1976,1979,kurator,woman,,455312624903.0,1944.0,S,
maj_britt_theorin_4f3865,Maj Britt Theorin,,0205148684308,5fbb0d8c-3a43-4980-9f03-95f14169aa4e,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1976,1979,sekreterare,woman,,205148684308.0,1932.0,S,
maj-lis_landberg_f8eb2e,Maj-Lis Landberg,,0153453019693,8532ccb1-04cd-48aa-b8b5-c269d2198788,,Socialdemokraterna,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,1976,1979,fru,woman,,153453019693.0,1922.0,S,
margaretha_af_ugglas_138ae4,Margaretha af Ugglas,,018160186302,3aefb08b-13c9-47f2-89d9-c9479884ec7d,,Moderaterna,Moderata samlingspartiet,Stockholms kommun,Enkammarriksdagen,1976,1979,civilekonom,woman,,18160186302.0,1939.0,M,
margit_sandehn_61d98c,Margit Sandéhn,,0720445004501,cf6f07b6-d299-4214-92b9-c6500b60954c,,Socialdemokraterna,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1976,1979,textillärare,woman,,720445004501.0,1926.0,S,
marianne_stalberg_ee1b08,Marianne Stålberg,,0599498861600,6c74e6f0-5aeb-4dac-adea-07434482b336,,Socialdemokraterna,Socialdemokraterna,Jämtlands län,Enkammarriksdagen,1976,1979,skolkurator,woman,,599498861600.0,1933.0,S,
martin_segerstedt_a03d68,Martin Segerstedt,,0830987619206,183ae5dd-7bb8-4de1-a8c2-a83288684042,,Socialdemokraterna,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,1976,1979,arbetsförmedlingsföreståndare,man,,830987619206.0,1930.0,S,
nils_carlshamre_77b1c1,Nils Carlshamre,,091283181490,f746628d-343e-448e-8642-2dd562cab6f9,,Moderaterna,Moderata samlingspartiet,Göteborgs och Bohus län,Enkammarriksdagen,1976,1979,lektor,man,,91283181490.0,1921.0,M,
nils_erik_waag_a111c3,Nils Erik Wååg,,0249303256091,c0ed8572-69e2-4c36-bf49-5ead8e376355,,Socialdemokraterna,Socialdemokraterna,Kristianstads län,Enkammarriksdagen,1976,1979,byggnadsingenjör,man,,249303256091.0,1921.0,S,
nils_asling_1bbd3a,Nils G. Åsling,,0840626810107,f3843600-0284-44ee-9c7b-076820aaf3ad,,Centerpartiet,Centerpartiet,Jämtlands län,Enkammarriksdagen,1976,1979,lantbrukare,man,,840626810107.0,1927.0,C,
olle_aulin_24552d,Olle Aulin,,0132844613894,ae147333-a7c1-411e-b249-fd3b921152d9,,Moderaterna,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1976,1979,överstelöjtnant,man,,132844613894.0,1922.0,M,
olle_goransson_57291c,Olle Göransson,,0980247880005,2ca560a2-f02c-4cdd-bd49-96a4d942d905,,Socialdemokraterna,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1976,1979,verkmästare,man,,980247880005.0,1929.0,S,
olle_ostrand_a01394,Olle Östrand,,0439547246805,baca23df-b11b-4f67-b486-baa7acb7730e,,Socialdemokraterna,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1976,1979,mätningsföreståndare,man,,439547246805.0,1929.0,S,
olof_johansson_e210c9,Olof Johansson,,059100119006,446737c7-0953-41f9-b202-3cc82c99b980,,Centerpartiet,Centerpartiet,Stockholms kommun,Enkammarriksdagen,1976,1979,f.d. förbundsordförande,man,,59100119006.0,1937.0,C,
oskar_lindkvist_5c0de5,Oskar Lindkvist,,043283522692,5a18f900-415e-45f0-adfe-8a3e3d4e7de6,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1976,1979,organisationschef,man,,43283522692.0,1921.0,S,
oswald_soderqvist_908f6a,Oswald Söderqvist,,0680796436301,04007729-9d65-437b-bc32-061e57d5207c,,Vänsterpartiet,Vänsterpartiet kommunisterna,Uppsala län,Enkammarriksdagen,1976,1979,byråinspektör,man,,680796436301.0,1928.0,V,
ove_karlsson_politiker_88b435,Ove Karlsson,,0119158487501,f0e03e90-984a-4116-b721-c6c3787c44b8,,Socialdemokraterna,Socialdemokraterna,Kopparbergs län,Enkammarriksdagen,1976,1979,skogsarbetare,man,,119158487501.0,1933.0,S,
owe_andreasson_f40481,Owe Andréasson,,046137638006,a99e1e84-f8e4-473c-9398-1a3ae0521fee,,Socialdemokraterna,Socialdemokraterna,Hallands län,Enkammarriksdagen,1976,1979,verktygsmakare,man,,46137638006.0,1930.0,S,
per_gahrton_37cbf4,Per Gahrton,,0650522511709,804d7cd1-6881-40f5-be91-ae94e504f824,,Miljöpartiet,Folkpartiet,Fyrstadskretsen,Enkammarriksdagen,1976,1979,författare,man,,650522511709.0,1943.0,L,
per_olof_hakansson_7c0b89,Per Olof Håkansson,,0522191574902,2329c76e-2205-429f-975c-36800e64c23e,,Socialdemokraterna,Socialdemokraterna,Malmöhus län,Enkammarriksdagen,1976,1979,byggnadsingenjör,man,,522191574902.0,1941.0,S,
per_unckel_6415a8,Per Unckel,,0104804820009,d7c31ec8-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1976,1979,förbundsordförande,man,,104804820009.0,1948.0,M,
per-olof_strindberg_8e95ec,Per-Olof Strindberg,,050953706196,9b5fbdbc-3ac5-435f-b79a-a0db752ac6ab,,Moderaterna,Moderata samlingspartiet,Östergötlands län,Enkammarriksdagen,1976,1979,länsombudsman,man,,50953706196.0,1920.0,M,
par_granstedt_bdf643,Pär Granstedt,,0470593486100,6a003acc-f26c-4e68-9737-8dd0968d0819,,Centerpartiet,Centerpartiet,Stockholms län,Enkammarriksdagen,1976,1979,sekreterare,man,,470593486100.0,1945.0,C,
ralf_lindstrom_f57e2c,Ralf Lindström,,0903544136890,335e9366-fc48-4204-a69a-1018540c0577,,Socialdemokraterna,Socialdemokraterna,Blekinge län,Enkammarriksdagen,1976,1979,ombudsman,man,,903544136890.0,1923.0,S,
roland_brannstrom_ba77bb,Roland Brännström,,0822327872306,fb667890-e8b9-4cec-86b1-ab8de51858f1,,Socialdemokraterna,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,1976,1979,verkmästare,man,,822327872306.0,1930.0,S,
roland_sundgren_f35610,Roland Sundgren,,02127524105,ed8b2568-cdd4-4821-94e3-18479e68e8bf,,Socialdemokraterna,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,1976,1979,ombudsman,man,,2127524105.0,1929.0,S,
rolf_clarkson_e8c337,Rolf Clarkson,,0156214148697,824a2a95-fc4a-4e41-b1f0-56cd5ce9cfb6,,Moderaterna,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1976,1979,direktör,man,,156214148697.0,1923.0,M,
rolf_dahlberg_e539f5,Rolf Dahlberg,,0544569681404,6b88fb22-d5b8-48cb-8731-b00fc33d58bb,,Moderaterna,Moderata samlingspartiet,Gävleborgs län,Enkammarriksdagen,1976,1979,yrkesvalslärare,man,,544569681404.0,1934.0,M,
rune_ryden_01d777,Rune Rydén,,0559791876105,0e3286f9-c5ad-4c82-bc63-195729feee39,,Moderaterna,Moderata samlingspartiet,Fyrstadskretsen,Enkammarriksdagen,1976,1979,fil. lic.,man,,559791876105.0,1939.0,M,
rune_angstrom_c52cb1,Rune Ångström,,0747484716698,e6b8f4a3-911e-4036-a746-ed74bc18620a,,Liberalerna,Folkpartiet,Västerbottens län,Enkammarriksdagen,1976,1979,direktör,man,,747484716698.0,1923.0,L,
stig_alemyr_92a41d,Stig Alemyr,,0469915585804,bcac922c-968e-444b-aea6-bb844d43a856,,Socialdemokraterna,Socialdemokraterna,Kalmar län,Enkammarriksdagen,1976,1979,folkhögskolerektor,man,,469915585804.0,1924.0,S,
stig_josefson_a77b88,Stig Josefson,,0177163145690,1b5354c0-e1b2-45b5-b8c9-c4382e1ebe8a,,Centerpartiet,Centerpartiet,Malmöhus län,Enkammarriksdagen,1976,1979,lantbrukare,man,,177163145690.0,1921.0,C,
sven_eric_lorentzon_cbb1eb,Sven Eric Lorentzon,,0906916983202,9352d272-1e6a-4368-9f44-b85f12665ed9,,Moderaterna,Moderata samlingspartiet,Hallands län,Enkammarriksdagen,1976,1979,lantbrukare,man,,906916983202.0,1929.0,M,
sven-gosta_signell_e0186e,Sven-Gösta Signell,,0870877750104,1a5581c2-5545-4462-bfcb-f79f9bb55340,,Socialdemokraterna,Socialdemokraterna,Skaraborgs län,Enkammarriksdagen,1976,1979,f.d. ombudsman,man,,870877750104.0,1929.0,S,
tommy_franzen_35200b,Tommy Franzén,,0802410630201,a4c11445-1588-4807-aba3-5a31178e78b5,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms kommun,Enkammarriksdagen,1976,1979,elektriker,man,,802410630201.0,1938.0,V,
tore_claeson_1ec330,Tore Claeson,,0990394636796,ba94c6f0-eaff-488a-8976-75044295f726,,Vänsterpartiet,Vänsterpartiet kommunisterna,Stockholms län,Enkammarriksdagen,1976,1979,hyresgästombudsman,man,,990394636796.0,1922.0,V,
ulla_tillander_443613,Ulla Tillander,,0252987797901,3c038c9c-30b3-4f8a-b5a9-0f058a508f52,,Centerpartiet,Centerpartiet,Fyrstadskretsen,Enkammarriksdagen,1976,1979,ämneslärare,woman,,252987797901.0,1931.0,C,
wiggo_komstedt_3fb638,Wiggo Komstedt,,013600422205,79aaac3d-6ad9-4d25-932f-981099396012,,Moderaterna,Moderata samlingspartiet,Kristianstads län,Enkammarriksdagen,1976,1979,direktör,man,,13600422205.0,1937.0,M,
wivi-anne_cederqvist_8af977,Wivi-Anne Cederqvist,,0150538503507,2289b9e6-208b-43b7-b932-98846bc37cc8,,Socialdemokraterna,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,1976,1979,arbetsförmedlare,woman,,150538503507.0,1932.0,S,
wivi-anne_radesjo_af1ae8,Wivi-Anne Radesjö,,0450899632600,5c3c5c1c-f1af-49de-bbad-3da4113a5aa3,,Socialdemokraterna,Socialdemokraterna,Älvsborgs läns norra,Enkammarriksdagen,1976,1979,företagare,woman,,450899632600.0,1935.0,S,
ake_gustavsson_b7a2fb,Åke Gustavsson,,0794602231002,d7c318ab-83e4-11d4-ae60-0050040c9b55,,Socialdemokraterna,Socialdemokraterna,Jönköpings län,Enkammarriksdagen,1976,1979,redaktör,man,,794602231002.0,1943.0,S,
ake_wictorsson_8ee278,Åke Wictorsson,,0304188758405,b4022c0f-476d-4bf7-872e-79e3249cde7e,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1976,1979,planeringschef,man,,304188758405.0,1932.0,S,
alexander_chrisopoulos_55fd45,Alexander Chrisopoulos,,0126791491904,f2e8d1ef-1422-4660-8c66-79e863a5e0a3,,Vänsterpartiet,Vänsterpartiet kommunisterna,Göteborgs kommun,Enkammarriksdagen,1979,1982,,man,,126791491904.0,1939.0,V,
alf_wennerfors_686487,Alf Wennerfors,,0126076270500,0d140de0-7f24-44bc-b969-93eeba629cff,,Moderaterna,Moderata samlingspartiet,Stockholms län,Enkammarriksdagen,1979,1982,informationschef,man,,126076270500.0,1928.0,M,
anders_bjorck_a4ffb4,Anders Björck,,037063714405,d7c31814-83e4-11d4-ae60-0050040c9b55,,Moderaterna,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1979,1982,,man,,37063714405.0,1944.0,M,
anita_brakenhielm_2a301a,Anita Bråkenhielm,,0510160730305,d433cbf6-fb33-49ed-a15e-ab66ec8e0362,,Moderaterna,Moderata samlingspartiet,Jönköpings län,Enkammarriksdagen,1979,1982,överläkare,woman,,510160730305.0,1937.0,M,
anita_gradin_9fcce0,Anita Gradin,,0905188835300,15f9fae0-36ef-4339-bb6b-8a40b759a846,,Socialdemokraterna,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,1979,1982,departementssekreterare,woman,,905188835300.0,1933.0,S,
anita_persson_5dd667,Anita Persson,,0532121969806,2d4d119c-c6c1-4bc9-8e4a-0df0d26f6258,,Socialdemokraterna,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,1979,1982,socialkamrer,woman,,532121969806.0,1939.0,S,
ann-cathrine_haglund_cf7263,Ann-Cathrine Haglund,,0333810623907,7edc7a27-ae2a-4906-aa83-99b5e0c55a91,,Moderaterna,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1979,1982,adjunkt,woman,,333810623907.0,1937.0,M,
anna-greta_leijon_40392f,Anna-Greta Leijon,,0885771106404,f9cb1d20-1f9d-4b5c-b92d-9342953b5d00,,Socialdemokraterna,Socialdemokraterna,Stockholms län,Enkammarriksdagen,1979,1982,f.d. statsråd,woman,,885771106404.0,1939.0,S,
bengt_wittbom_611c1c,Bengt Wittbom,,076794009304,c01d36c4-6cbd-4274-881a-5488451d2881,,Moderaterna,Moderata samlingspartiet,Örebro län,Enkammarriksdagen,1979,1982,platschef,man,,76794009304.0,1946.0,M,
